pdb_id,requested_pdb_id,target,source,query,download_url,status,intended_path,actual_path,exists,size_bytes,error,downloaded_at
5qjv,5QJV,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QJV.cif,verified,WAR/NUDT5/5qjv.cif,WAR/NUDT5/5qjv.cif,true,698560,,2026-06-05T12:16:09Z
5qjt,5QJT,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QJT.cif,verified,WAR/NUDT5/5qjt.cif,WAR/NUDT5/5qjt.cif,true,688215,,2026-06-05T12:16:09Z
5qjw,5QJW,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QJW.cif,verified,WAR/NUDT5/5qjw.cif,WAR/NUDT5/5qjw.cif,true,698741,,2026-06-05T12:16:09Z
5qju,5QJU,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QJU.cif,verified,WAR/NUDT5/5qju.cif,WAR/NUDT5/5qju.cif,true,694744,,2026-06-05T12:16:09Z
5qk1,5QK1,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK1.cif,verified,WAR/NUDT5/5qk1.cif,WAR/NUDT5/5qk1.cif,true,702391,,2026-06-05T12:16:09Z
5qjy,5QJY,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QJY.cif,verified,WAR/NUDT5/5qjy.cif,WAR/NUDT5/5qjy.cif,true,687297,,2026-06-05T12:16:09Z
5qjz,5QJZ,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QJZ.cif,verified,WAR/NUDT5/5qjz.cif,WAR/NUDT5/5qjz.cif,true,695934,,2026-06-05T12:16:09Z
5qk3,5QK3,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK3.cif,verified,WAR/NUDT5/5qk3.cif,WAR/NUDT5/5qk3.cif,true,686998,,2026-06-05T12:16:09Z
5qk4,5QK4,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK4.cif,verified,WAR/NUDT5/5qk4.cif,WAR/NUDT5/5qk4.cif,true,698135,,2026-06-05T12:16:09Z
5qk5,5QK5,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK5.cif,verified,WAR/NUDT5/5qk5.cif,WAR/NUDT5/5qk5.cif,true,698782,,2026-06-05T12:16:09Z
