Protein,Scaffold_ID,Original_Scaffold_SMILES,Murcko_SMILES,Scaffold_Class,CenterOfMass_X,CenterOfMass_Y,CenterOfMass_Z,Connectivity,Recruiter_Count,Recruiter_Density
Mpro,Mpro_SCAF_90,O=C(Cc1ccccc1)Nc1cccnn1,O=C(Cc1ccccc1)Nc1cccnn1,Bicyclic_Hetero,-7.894919286223335e-16,7.154770603139898e-16,-0.044837908343675306,1,1,0.002840909090909091
Mpro,Mpro_SCAF_91,O=C(Cc1ccccc1)Nc1cncc2ccncc12,O=C(Cc1ccccc1)Nc1cncc2ccncc12,Polycyclic_Hetero,8.20892175783449e-16,7.791747045551099e-15,-0.0008872273865923917,1,1,0.002840909090909091
Mpro,Mpro_SCAF_92,O=C(Cc1ccccc1)Nc1ncn2ccccc12,O=C(Cc1ccccc1)Nc1ncn2ccccc12,Polycyclic_Hetero,-1.2490009027033011e-14,-3.011479954295737e-15,-3.2751579226442118e-15,1,1,0.002840909090909091
Mpro,Mpro_SCAF_93,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2ccccc21,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2ccccc21,Polycyclic_Hetero,1.7410574406685788e-14,-2.1139785079144647e-14,0.03498104931940328,1,3,0.008522727272727272
Mpro,Mpro_SCAF_94,O=C(Cc1ccccc1)Nc1cnccc1-c1ccccc1,O=C(Cc1ccccc1)Nc1cnccc1-c1ccccc1,Polycyclic_Hetero,2.2601803469737396e-14,1.1978722107797741e-14,8.54287401053673e-15,1,1,0.002840909090909091
Mpro,Mpro_SCAF_95,O=C(Cc1ccccc1)Nc1nncc2ccccc12,O=C(Cc1ccccc1)Nc1nncc2ccccc12,Polycyclic_Hetero,1.9513010735836084e-14,-3.098531532362937e-15,-0.0008872273865965028,1,1,0.002840909090909091
Mpro,Mpro_SCAF_96,O=C(Cc1cn[nH]c1)Nc1ccccc1,O=C(Cc1cn[nH]c1)Nc1ccccc1,Bicyclic_Hetero,1.262238177227678e-14,2.758477207337889e-15,0.01564157881009551,1,1,0.002840909090909091
Mpro,Mpro_SCAF_97,O=C(Cc1ccccc1)Nc1cncc2cccnc12,O=C(Cc1ccccc1)Nc1cncc2cccnc12,Polycyclic_Hetero,-4.602379083900649e-15,-7.536059318667729e-16,0.0933765827164928,1,1,0.002840909090909091
Mpro,Mpro_SCAF_98,O=C(Cc1ccccc1)Nc1cnccc1C1CC1,O=C(Cc1ccccc1)Nc1cnccc1C1CC1,Polycyclic_Hetero,6.344131569286608e-17,-1.1546319456101628e-15,3.2672277581826034e-15,1,1,0.002840909090909091
Mpro,Mpro_SCAF_99,O=C(CN1CCNCC1)Nc1cncc2ccccc12,O=C(CN1CCNCC1)Nc1cncc2ccccc12,Polycyclic_Hetero,-9.933574430856664e-15,2.746341166178019e-16,8.180590707764311e-16,1,1,0.002840909090909091
