Protein,Scaffold_ID,Original_Scaffold_SMILES,Murcko_SMILES,Scaffold_Class,CenterOfMass_X,CenterOfMass_Y,CenterOfMass_Z,Connectivity,Recruiter_Count,Recruiter_Density
BACE1,BACE1_SCAF_258,C1=NC(c2cccc(CNC3CC3)c2)CCS1,C1=NC(c2cccc(CNC3CC3)c2)CCS1,Polycyclic_Hetero,2.7355895326763858e-14,-6.693058805597372e-15,0.06979889226925802,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_259,O=C(Nc1cccc([C@@]23N=CSC[C@@H]2CCO3)c1)c1ccccn1,O=C(Nc1cccc([C@@]23N=CSC[C@@H]2CCO3)c1)c1ccccn1,Polycyclic_Hetero,5.134104523632431e-15,-1.8413455042563572e-15,0.16188191857909323,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_26,O=C(NCc1ccccc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)C[C@@H]2NCNC2=O)c1,O=C(NCc1ccccc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)C[C@@H]2NCNC2=O)c1,Polycyclic_Hetero,-2.991155710215906e-14,-1.5258403859404773e-14,-0.10299600874683564,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_260,C1=N[C@@]2(CO1)c1cc(-c3cccnc3)ccc1Oc1cnc(C3=CCOCC3)cc12,C1=N[C@@]2(CO1)c1cc(-c3cccnc3)ccc1Oc1cnc(C3=CCOCC3)cc12,Polycyclic_Hetero,1.15590077192402e-13,-0.13040904315678636,-1.420813580167231e-13,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_261,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1NCCN(Cc2ccccc2)C1=O)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,O=C(N[C@@H](Cc1ccccc1)C[C@@H]1NCCN(Cc2ccccc2)C1=O)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,Polycyclic_Hetero,2.7623549093781597e-14,8.804893751039037e-16,-0.01584496768407464,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_262,O=C(Nc1cccc(C2C=COC=N2)c1)c1ccccn1,O=C(Nc1cccc(C2C=COC=N2)c1)c1ccccn1,Polycyclic_Hetero,-3.500467889406376e-15,-1.6274563396269942e-14,-0.01242134115888169,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_263,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,Polycyclic_Hetero,-1.0335859152681743e-13,0.07188841377292274,-6.382196358702329e-15,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_264,O=C(N[C@@H](Cc1ccccc1)C[C@H]1CCCN1)c1ccncc1,O=C(N[C@@H](Cc1ccccc1)C[C@H]1CCCN1)c1ccncc1,Polycyclic_Hetero,1.520522838073584e-14,3.7066967852593814e-14,-6.77718750684226e-15,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_265,c1ccc(CCC[C@H]2C[C@@H](OCC3CCCCC3)CN2)cc1,c1ccc(CCC[C@H]2C[C@@H](OCC3CCCCC3)CN2)cc1,Polycyclic_Hetero,-4.474408265281763e-15,1.9950498276471682e-14,0.1004752394501679,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_266,c1ccc(CCC[C@H]2CO[C@@H](OCC3CCCCC3)CN2)cc1,c1ccc(CCC[C@H]2CO[C@@H](OCC3CCCCC3)CN2)cc1,Polycyclic_Hetero,1.5016794392337303e-14,-4.773959005888173e-15,-0.007545422700679865,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_267,c1ccc(CCC[C@H]2COCCN2)cc1,c1ccc(CCC[C@H]2COCCN2)cc1,Bicyclic_Hetero,-2.115954470462063e-15,-3.1543395346702975e-15,-0.012421341158848511,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_268,C1C[C@@H]2CNO[C@@H]2O1,C1C[C@@H]2CNO[C@@H]2O1,Bicyclic_Hetero,3.4188338434780555e-15,1.874317694514235e-15,-1.3061447348531253e-17,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_269,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1cnccn1,O=C(Nc1cccc(C2N=CO[C@@H]3C[C@H]23)c1)c1cnccn1,Polycyclic_Hetero,3.700743415417188e-14,6.146318022438714e-15,-0.010484944288550522,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_27,O=C(CCc1ccccc1)OCc1cccc(C(=O)NCc2ccccc2)c1,O=C(CCc1ccccc1)OCc1cccc(C(=O)NCc2ccccc2)c1,Polycyclic_Hetero,7.00964341037844e-15,-6.2694947272950015e-15,-0.0912711440212084,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_270,O=C(Nc1cccc(C2COCC=N2)n1)c1ccccn1,O=C(Nc1cccc(C2COCC=N2)n1)c1ccccn1,Polycyclic_Hetero,-2.0301221021717148e-16,0.06979889226927717,-5.138746571122153e-15,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_271,O=C(Nc1cccc(C2N=CSC[C@H]2c2ccccc2)c1)c1cnccn1,O=C(Nc1cccc(C2N=CSC[C@H]2c2ccccc2)c1)c1cnccn1,Polycyclic_Hetero,3.09737420896757e-13,5.908606937055083e-13,5.615162655835269e-13,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_272,O=C(Nc1cccc(C2N=CSC[C@@H]2c2ccccc2)c1)c1cnccn1,O=C(Nc1cccc(C2N=CSC[C@@H]2c2ccccc2)c1)c1cnccn1,Polycyclic_Hetero,-1.1131836193574902e-13,1.6811983903784897e-13,-2.48470380073387e-12,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_273,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccccn1,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccccn1,Polycyclic_Hetero,-4.065883432405018e-14,5.839464714243705e-15,-0.03400532480184081,1,2,0.005449591280653951
BACE1,BACE1_SCAF_274,O=C(Nc1cccc(C2N=CSCC23CCS(=O)(=O)CC3)c1)c1cnccn1,O=C(Nc1cccc(C2N=CSCC23CCS(=O)(=O)CC3)c1)c1cnccn1,Polycyclic_Hetero,3.5120055012309116e-14,-2.419361007828987e-15,-0.011776142395966823,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_275,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,Polycyclic_Hetero,1.4007842504984833e-14,0.07188841377295166,4.009491151789137e-15,1,2,0.005449591280653951
BACE1,BACE1_SCAF_276,O=C1NCCc2cccc(c2)CCCCc2cccc1c2,O=C1NCCc2cccc(c2)CCCCc2cccc1c2,Polycyclic_Hetero,6.532737314065192e-14,2.831333051609536e-14,0.03685838240305133,1,3,0.008174386920980926
BACE1,BACE1_SCAF_277,O=C(Nc1cccc(C2Cn3cccc3C=N2)c1)c1ccccn1,O=C(Nc1cccc(C2Cn3cccc3C=N2)c1)c1ccccn1,Polycyclic_Hetero,-2.4202861936828413e-14,-4.2854608750531044e-15,0.25627614630505047,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_278,O=C(N[C@H]1C[C@@H]1[C@]12COC[C@H]1CSC=N2)c1ccccn1,O=C(N[C@H]1C[C@@H]1[C@]12COC[C@H]1CSC=N2)c1ccccn1,Polycyclic_Hetero,-2.480446403829717e-10,-9.235986361675797e-10,0.057040400584199395,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_279,O=C(Nc1cccc(C2N=CSC3C[C@H]32)c1)c1cnccn1,O=C(Nc1cccc(C2N=CSC3C[C@H]32)c1)c1cnccn1,Polycyclic_Hetero,9.27653016131242e-15,1.356939252319636e-16,-0.01048494428854943,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_28,O=C(CCN1C=Nc2ccc(C(=O)c3ccccc3)cc2C1)NC1CCCCC1,O=C(CCN1C=Nc2ccc(C(=O)c3ccccc3)cc2C1)NC1CCCCC1,Polycyclic_Hetero,-2.3013337267587173e-14,-3.0253577421035516e-15,-0.08943467515735017,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_280,O=C(N[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC=N2)c1ccccn1,O=C(N[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC=N2)c1ccccn1,Polycyclic_Hetero,-8.348877145181177e-14,1.2527259931148724e-14,0.057040400611125995,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_281,O=C(NCC1CC1)[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC=N2,O=C(NCC1CC1)[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC=N2,Polycyclic_Hetero,2.5916590810736987e-14,2.4481841055836785e-15,0.03498104931939704,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_282,C1=N[C@@]2(C3CC3)COC[C@H]2CS1,C1=N[C@@]2(C3CC3)COC[C@H]2CS1,Polycyclic_Hetero,-4.547473508864641e-15,-1.5831780331154732e-15,-3.6903813338540206e-15,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_283,O=C(NCC1CC1)[C@@H]1C[C@H]1[C@]12CN(c3ncccn3)C[C@H]1CSC=N2,O=C(NCC1CC1)[C@@H]1C[C@H]1[C@]12CN(c3ncccn3)C[C@H]1CSC=N2,Polycyclic_Hetero,5.588122557279955e-15,7.045290277100473e-15,-0.07282417623587797,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_284,C1=N[C@@]2([C@@H]3C[C@H]3COCC3CC3)CN(c3ncccn3)C[C@H]2CS1,C1=N[C@@]2([C@@H]3C[C@H]3COCC3CC3)CN(c3ncccn3)C[C@H]2CS1,Polycyclic_Hetero,-6.085872546653566e-14,-4.8405723873656825e-14,0.07775202936285606,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_285,O=C(N1CCOCC1)[C@]12C[C@H]1C(c1cccc(/C=C/c3ccccn3)c1)N=CS2,O=C(N1CCOCC1)[C@]12C[C@H]1C(c1cccc(/C=C/c3ccccn3)c1)N=CS2,Polycyclic_Hetero,-1.9695516585171137e-13,-0.04624491307460977,9.03187780975346e-14,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_286,O=C(Nc1cccc(C2Cc3cnccc3C=N2)c1)c1ccccn1,O=C(Nc1cccc(C2Cc3cnccc3C=N2)c1)c1ccccn1,Polycyclic_Hetero,9.683311063559902e-15,-4.603797018406601e-13,-0.1588531715639041,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_287,O=C(Nc1cccc(C2N=COCC23CCC3)c1)c1ccccn1,O=C(Nc1cccc(C2N=COCC23CCC3)c1)c1ccccn1,Polycyclic_Hetero,1.619376467546275e-14,2.2214788148546156e-14,0.1730587673577703,1,1,0.0027247956403269754
BACE1,BACE1_SCAF_288,O=C(Nc1cccc(C2C=CSC=N2)c1)c1ccccn1,O=C(Nc1cccc(C2C=CSC=N2)c1)c1ccccn1,Polycyclic_Hetero,3.4482221000122506e-14,-2.8082111799342194e-15,-0.01242134115883714,1,1,0.0027247956403269754
