Warhead,SMILES
AYH,['CCCCNC(=O)[C@H](C)C[C@@H]([C@H](Cc1ccccc1)NC(=O)[C@@H]2CCC[C@@H](C2)C(C)(C)NC(=O)C)O']
B00,['CN1C(=O)C=C(N=C1N)[C@H]2C[C@H]2c3ccccc3']
B02,['Cc1cccc(c1)c2ccc(cc2)[C@@H]3C[C@@H]3C4=CC(=O)N(C(=N4)N)C']
B35,['COc1ccc(cc1C[C@@H](c2ccc(c(c2)F)OC)c3c[nH]c(n3)N)[N+](=O)[O-]']
BAV,['C[C@@H]1CCCCCCCCC(=O)N([C@H](C(=O)N[C@@H](C1)[C@@H](CNCc2cccc(c2)C(C)C)O)C)C']
BDJ,['[H]/N=C\\1/NC(C(=O)N1Cc2cccc(c2)Cl)(C)C']
BDO,['[H]/N=C\\1/N[C@](C(=O)N1Cc2cccc(c2)Cl)(C)CC(C)C']
BDQ,['[H]/N=C\\1/N[C@](C(=O)N1Cc2ccc(cc2)CNC(=O)Nc3ccc(cc3)C#N)(C)CC(C)C']
BDV,['[H]/N=C\\1/N[C@](C(=O)N1Cc2ccc(cc2)CNC(=O)NCCCC)(C)CC(C)C']
BDW,['[H]/N=C\\1/N[C@](C(=O)N1Cc2ccc(cc2)CN3C[C@@H](NC3=O)CCC)(CCC4CCCCC4)CC5CCCCC5']
BDX,['[H]/N=C/1\\N[C@](C(=O)N1C)(CCC2CCCCC2)CC3CCCCC3']
BJC,['CC(C)c1cccc(c1)CNC[C@H]([C@H](Cc2ccccc2)NC(=O)[C@@H]3CCC[C@@H](C3)C(C)(C)N4CCCCC4=O)O']
BSD,['C[C@H](c1ccccc1)NC(=O)c2cc(cc(c2)[N@@](C)S(=O)(=O)C)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CNCc4cccc(c4)OC)O']
BUH,['C[C@]1(CO[C@@](C(=N1)N)(C)C(F)(F)F)c2c(ccc(n2)NC(=O)c3c(cc(cn3)C(F)(F)F)Cl)F']
BX2,['CCc1cc(cc(n1)CC)[C@]2(C(=O)N(C(=N2)N)C)c3cccc(c3)c4cncnc4']
BXD,['CCOC[C@H](C(F)(F)F)Oc1cc(cc(c1N)F)C[C@@H]2CS(=O)(=O)C[C@@H]([C@H]2O)NCc3cccc(c3)C(C)(C)C']
BXQ,['CC(C)(C)c1cccc(c1)CN[C@H]2CS(=O)(=O)C[C@H]([C@@H]2O)Cc3cc(c(c(c3)F)N)C[C@@H](C(F)(F)F)O']
C44,['CCNc1cc(cc(c1)[N@@]2CCCCS2(=O)=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CN[C@H]4CCCc5c4cccc5)O']
C6A,['CC(=O)N[C@@H](Cc1cc(cc(c1)F)F)[C@@H](CN[C@H]2C[C@@H](Oc3c2cc(cc3)CC(C)(C)C)C4CC4)O']
C6R,['C[C@]1([C@H](CSC(=N1)N)c2ccccc2)c3cc(ccc3F)NC(=O)c4cnc(cn4)OCF']
C6U,['C[C@]1(CCSC(=N1)N)c2cc(ccc2F)NC(=O)c3ccc(cn3)Cl']
C7O,['C[C@]1(C2(CCS(=O)(=O)CC2)CSC(=N1)N)c3cc(ccc3F)NC(=O)c4cnc(cn4)OCF']
C7X,['C[C@]1([C@@H](CSC(=N1)N)c2ccccc2)c3cc(ccc3F)NC(=O)c4cnc(cn4)OCF']
C83,['C[C@@H]1[C@@H]([C@@](N=C(S1)N)(C)c2cc(ccc2F)NC(=O)c3cnc(cn3)OCF)F']
C86,['C[C@]1(C[C@H](SC(=N1)N)C(F)(F)F)c2cc(ccc2F)NC(=O)c3cnc(cn3)OCF']
CM7,['CCc1cn2c3c1cc(cc3[N@@](S(=O)(=O)CC2)C)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNCc5cccc(c5)C(F)(F)F)O']
CM8,['CCNc1cc(cc(c1)[N@@]2CCCCS2(=O)=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CNCc4cccc(c4)C(F)(F)F)O']
CMZ,['Cc1ccc(c(c1)OC[C@H](CN2CCOCC2)O)C']
CS5,['CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(cc(c2)F)F)[C@@H](CNCc3cccc(c3)OC)O)C']
CS7,['CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(cc(c2)F)F)[C@@H]([C@H]3C[C@H](CN3)OCc4ccccc4)O)C']
CS9,['CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(cc(c2)F)F)[C@@H]([C@H]3C[C@H](CN3)Oc4ccccc4)O)C']
D8Y,['c1cc(cc(c1)Cl)CCc2cccnc2N']
D9W,['C[C@]1(COCC(=N1)N)c2cccc(c2)NC(=O)c3ccc(cn3)Br']
DJS,['CC[C@H](C)Nc1cc(cc(n1)S(=O)(=O)C)C(=O)N[C@@H](Cc2ccccc2)[C@@H]([C@H]3CCCN3)O']
DJV,['CC(=O)N[C@@H](Cc1cc(cc(c1)F)F)[C@@H]([C@H]2C[C@H](CN2)OCC3CCCCC3)O']
DK7,['CC(=O)N[C@@H](Cc1cc(cc(c1)F)F)[C@@H]([C@H]2CO[C@H](CN2)OCC3CCCCC3)O']
DKJ,['C[C@H]1[C@@H](OC[C@@H](N1)[C@H]([C@H](Cc2cc(cc(c2)F)F)NC(=O)C)O)OCC(C)(C)C']
DWA,['COc1ccc(cc1)[C@]2(COC(=N2)N)c3cccc(c3)c4cccnc4F']
DWB,['COc1ccc2c(c1)[C@]3(COC(=N3)N)c4cc(ccc4O2)c5cc(ccc5F)Cl']
DWD,['CC(C)COc1ccc2c(c1)[C@]3(COC(=N3)N)c4cc(ccc4O2)c5cncnc5']
E4A,['CC(C)c1cccc(c1)C2(CC2)NC[C@H]([C@@H]3Cc4cccc(c4)OCCCCNc5cc(cc(c5)C(=O)C)C(=O)N3)O']
E4G,['CC(C)c1cccc(c1)CNC[C@H]([C@@H]2Cc3cccc(c3)OCCCCOc4cc(cc(c4)OCC(=O)C)C(=O)N2)O']
E4J,['CCCCNc1cc(cc(n1)OC)C(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@@H](C)C(=O)NCCCC)O']
E4Y,['CCCCNC(=O)[C@H](C)C[C@@H]([C@@H]1C[C@@H](CCCCCN(C(=O)c2cc(cc(c2)OCC)C(=O)N1)CC)C)O']
E51,['CCCCNC(=O)[C@H](C)C[C@@H]([C@@H]1C[C@@H](CCc2cccc(c2)CS(=O)(=O)C[C@H](C(=O)N1)C)C)O']
E5A,['C[C@H]1C(=O)N[C@@H](Cc2cccc(c2)OCCCCCC(=O)N1C)[C@@H](CNCc3cccc(c3)C(C)C)O']
E5D,['CCN1CCCCC[C@H](C[C@H](NC(=O)c2cccc(c2)C1=O)[C@@H](CNCc3cccc(c3)C(C)C)O)C']
E5P,['C[C@@H]1CCCCCN(C(=O)c2cc(cc(c2)C(=O)N[C@@H](C1)[C@@H](CNCc3cccc(c3)C(C)C)O)c4ncco4)[C@H](C)c5ccccc5']
E5V,['COCc1cc2cc(c1)NCCCCOc3cccc(c3)C[C@H](NC2=O)[C@@H]([C@H]4CO[C@H](CN4)COC)O']
E5Y,['CCCc1cc(n[nH]1)CNC[C@H]([C@@H]2C[C@@H](CCCCCCOCC(=O)N([C@H](C(=O)N2)C)C)C)O']
E61,['C[C@@H]1CCOCCCCNc2cc(cc(c2)C(=O)N[C@@H](C1)[C@@H](CNCc3cccc(c3)C(C)C)O)COC']
E6J,['CC(C)c1cccc(c1)CNC[C@H]([C@@H]2Cc3cccc(c3)OCCCCOc4cc(cc(c4)C(=O)N2)COC)O']
E6M,['C[C@@H]1CCCCCCCNc2cc(cc(c2)C(=O)N[C@@H](C1)[C@@H](CNCc3cccc(c3)C(C)C)O)COC']
E6P,['C[C@@H]1CCOCCCCNc2cc(cc(n2)Cl)C(=O)N[C@@H](C1)[C@@H](CNCc3cccc(c3)C(C)C)O']
E6S,['C[C@@H]1CCCCCCCCC(=O)N([C@H](C(=O)N[C@@H](C1)C(CNCc2cccc(c2)C(C)C)(O)O)C)C']
E6V,['C[C@@H]1CCCCCCCCC(=O)N([C@H](C(=O)N[C@@H](C1)[C@@H](CN[C@H]2CC(Oc3c2cc(cc3)C(C)C)(C)C)O)C)C']
E6Y,['C[C@@H]1CCCCCCOCC(=O)N([C@H](C(=O)N[C@@H](C1)[C@@H](CNC2(CC2)c3cccc(c3)C(C)(C)C)O)C)C']
E74,['CC(C)c1cccc(c1)CNC[C@H]([C@@H]2Cc3cccc(c3)CCCCNc4cc(cc(n4)OC)C(=O)N2)O']
E77,['CN(C)C(=O)c1cc2cc(c1)OCCCCOc3cccc(c3)C[C@H](NC2=O)[C@H](CO)O']
E7A,['C[C@@H]1CCCCCCCOc2cc(cc(c2)C(=O)N(C)C)C(=O)N[C@@H](C1)[C@H](CO)O']
EJ7,['C[C@]1([C@H]2C[C@H]2OC(=N1)N)c3cc(ccc3F)NC(=O)c4cnc(cn4)OC']
EV0,['CCCC1=CC(=O)NC(=N1)N']
EV2,['c1ccc2c(c1)nc(c(n2)N3CCCC3)N']
EV3,['c1cc2c(cc1Cl)nc(n2CCCO)N']
EV4,['CN(C1CCCCC1)C(=O)CCCn2c3ccc(cc3nc2N)Cl']
EV5,['CC[C@@H](CC(=O)NCC1CCCCC1)n2c3ccc(cc3nc2N)Cl']
EV6,['CC[C@@H](CC(=O)NC1C2CC3CC(C2)CC1C3)n4c5ccc(cc5nc4N)Cl']
F1H,['c1ccc(cc1)CN2CCC(CC2)NC(=O)CCCS']
F1I,['COc1cccc(c1CN2CCC(CC2)NC(=O)CCCS)OC']
F1J,['c1cc(ccc1C[N@@]2CCN[C@@H](C2)C(=O)NCCS)F']
F1K,['c1cc(ccc1C[N@@]2CCN[C@@H](C2)C(=O)NCCCS)F']
F1L,['COc1cc(cc(c1OC)CN2CCC(CC2)NC(=O)CCCS)Br']
F1M,['CC(C)Oc1c(cc(cc1OC)Cl)CN2CCC(CC2)NC(=O)COc3ccc(cc3)S(=O)(=O)N']
F1N,['Cc1cc(ccc1OCC(=O)NC2CCN(CC2)Cc3cc(cc(c3OC(C)C)OC)Cl)S(=O)(=O)N']
F2I,['CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(cc(c2)F)F)[C@@H](CNCc3cccc(c3)I)O)C']
FRP,['CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@@H](C)C(=O)Nc3ccc(cc3)F)N']
G00,['[H]/N=C(/N)\\SCc1ccc(c(c1)Cl)OCCCC']
GHJ,['C[C@H](C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](CSC)NC(=O)[C@H]1[C@H]2CCO[C@H]2ON1)O)C(=O)N[C@@H](C(C)C)C(=O)NCC(C)C']
GMF,['[H]/N=C(\\N)/N[C@H](c1ccncc1)c2cccc(c2)c3cccc(c3)OC']
GTU,['CC#C[C@]1(CCOC(=N1)N)c2cc(ccc2F)NC(=O)c3ccc(cn3)C#N']
GUC,['Cc1cc(cnc1C(=O)Nc2ccc(c(c2)[C@@]3(Cc4c(ccnc4F)C(=N3)N)C)F)C#N']
GX6,['CC#C[C@]1(C2(CC(C2)(F)F)COC(=N1)N)c3cc(ccc3F)NC(=O)c4ccc(cn4)C#N']
H24,['C[C@]1(CC(=O)N(C(=N1)N)C)c2cccc(c2)c3cccc(c3)OC']
H3C,['C[C@]1(C=CSC(=N1)N)c2cc(ccc2F)NC(=O)c3ccc(cn3)C#N']
HRV,['C[C@]1([C@@H](OCC(=N1)N)C(F)(F)F)c2cc(ccc2F)NC(=O)c3c(cc(cn3)Cl)Cl']
I02,['C[C@H](c1ccc(cc1)F)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)c3nnc(o3)[C@@](C)(Cc4ccccc4)N']
I03,['C[C@H](c1ccc(cc1)F)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)C(=O)OC[C@](Cc3ccccc3)(CO)N']
I21,['C[C@]1(Cc2cccc(c2)C=CC(=NC(=O)c3cc(cc(c3)c4ccccc4C#N)COC1=O)c5ccccc5)N']
I6X,['CCN1C=C(C=C(C1=O)C)[C@]2(c3cccc(c3C(=N2)N)F)c4cccc(c4)c5cc(cnc5)C#CC']
III,['CN(C)c1c2ccccc2nc(n1)N3CCCC3']
IP6,['c1cc(cc(c1)c2ccc3cc[nH]c3c2)CNc4cccnc4N']
IP7,['c1ccnc(c1)COc2ccc(cc2CNc3cccnc3N)c4ccc5cc[nH]c5c4']
IXS,['CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)C(=O)N[C@H](C)c3ccc(cc3)F']
KGG,['COc1ccc(cc1)[C@]2(C[C@H](C(=N2)N)OC)c3cccc(c3)c4cccnc4']
L00,['C[C@H]1C[C@@H]1CN(CCOC)c2cc(c(c(n2)[N@](C)S(=O)(=O)C)Cl)c3nnc(o3)[C@@](C)(Cc4ccccc4)N']
L01,['CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@@H](CNCc3cccc(c3)OC)O']
L3J,['CCCN(c1cc2cc(c1)C(=O)N[C@@H](Cc3cccc(c3)CCCC2)CN[C@H]([C@H](C)O)C(=O)/N=C/C(C)C)S(=O)(=O)C']
L3M,['CCC[C@@H]([C@@H](C(=O)NCC(C)C)NC[C@@H]1Cc2cccc(c2)CCCCc3cc(cc(c3)N(CCC)S(=O)(=O)C)C(=O)N1)O']
L4J,['CCCC[C@@H](C(=O)NCC(C)C)NC[C@@H]1Cc2cccc(c2)CCCCc3cc(cc(c3)N(CCC)S(=O)(=O)C)C(=O)N1']
LIQ,['CCCCCS(=O)(=O)C[C@H](C(=O)N[C@@H](Cc1cc(cc(c1)F)F)[C@@H](CNCc2cccc(c2)CC)O)NC(=O)c3cccnc3']
LPD,['C1C[C@H](NC1)C(=O)N']
M7D,['C[C@]1(Cn2cccc2C(=N1)N)c3cc(ccc3F)NC(=O)c4ccc(cn4)C#N']
MMI,['CC(C)C[C@@H]([C@H](C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1)O)NC(=O)[C@@H]2CC(=O)NCCCCCCOC(=O)N[C@H](C(=O)N2)C(C)C']
MV7,['C[C@H](c1ccccc1)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)C(=O)N[C@@H](COc3cc(cc(c3)F)F)[C@H](C[C@H](C(=O)N[C@@H](C(C)C)C(=O)NCc4ccccc4)OCCOC)O']
MY9,['C[C@H](c1ccc(cc1)F)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)C(=O)N[C@@H](Cc3ccccc3)[C@@H]([C@H]4C(=O)N(C(N4)(C)C)C)O']
P6J,['C[C@]1([C@@H]2C[C@@]2(SC(=N1)N)COC)c3cc(cc(c3F)F)NC(=O)c4cnc(cn4)OCC#C']
P6U,['C[C@]1(CCSC(=N1)N)c2cc(c(cc2F)F)CNC3(CC3)C(F)(F)F']
QBH,['CCCN1[C@H](COC1=O)Cc2cc(ccc2O)C[C@@H]3CS(=O)(=O)C[C@@H]([C@H]3O)NCc4cccc(c4)C(C)C']
QIN,['CCCC[C@@H]([C@H](Cc1ccsc1)NC(=O)c2cc(nc(c2)N(C)S(=O)(=O)C)NC[C@H]3C[C@@H]3C)N']
QJJ,['c1cc(ncc1F)C(=O)N[C@H]2C[C@@H]2[C@]34COC[C@H]3CSC(=N4)N']
QJM,['c1cc(ncc1F)C(=O)N[C@@H]2C[C@H]2[C@]34COC[C@H]3CSC(=N4)N']
QJP,['C[C@@H]1C[C@H]1CNC(=O)[C@@H]2C[C@H]2[C@]34COC[C@H]3CSC(=N4)N']
QJV,['CCCCNC(=O)[C@@H]1C[C@H]1[C@]23COC[C@H]2CSC(=N3)N']
QK7,['C[C@@H]1C[C@H]1COC(C)(C)[C@@H]2C[C@H]2[C@]34CN(C[C@H]3CSC(=N4)N)c5ncccn5']
QKA,['C[C@@H]1C[C@H]1CNC(=O)[C@@H]2C[C@H]2[C@]34CN(C[C@H]3CSC(=N4)N)c5ncccn5']
QN7,['COc1cccc(c1F)c2cccc(c2)[C@@]3(C4=NCC(CN4C(=N3)N)(F)F)c5ccncc5']
QUD,['c1ccc(cc1)Oc2ccc3c(c2)c[n+](c(n3)N)[C@@H](CNC(=O)C4CCCCC4)C5CCCCC5']
RSV,['c1cc(nc2c1cc(cc2)c3ccsc3)N']
RTH,['CC(C)(C)C#Cc1ccccc1c2ccc3c(c2)ccc(n3)N']
RTM,['CN(C1CCCCC1)C(=O)CCc2cc3ccccc3nc2N']
RTN,['Cc1ccccc1c2ccc3c(c2)cc(c(n3)N)CCC(=O)NC4CCCCC4']
RVI,['CCC[C@H](Cc1cc2cc(ccc2nc1N)c3ccccc3C)C(=O)NCC4CCCCC4']
S8Z,['COCC#Cc1cccc(c1)[C@@]2(C3=NCC(CN3C(=N2)N)(F)F)c4ccc(cc4)OC(F)F']
SC6,['Cc1cc(cc(c1)C(=O)N2CCC[C@@H]2COC)C(=O)N[C@@H](Cc3cc(cc(c3)F)F)[C@@H]([C@H]4C[C@H](CN4)Oc5ccccc5)O']
SC7,['CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(cc(c2)F)F)[C@@H]([C@H]3C[C@H](CCN3)OCC)O)C']
SI5,['Cn1cc(cn1)[C@H]2C[C@H]3CSC(=N[C@]3(CO2)c4ccc(cc4F)F)N']
SII,['CC(=O)Nc1ccc(cc1)CN2CCC3(CC2)C(=NC(=O)N3c4cccc(c4)F)NC5CCCCC5']
SKW,['C[C@]1(CCSC(=N1)N)c2cccc(c2)NC(=O)c3ccc(cn3)Br']
SL8,['C[C@]1(CO[C@@](C(=N1)N)(C)C(F)(F)F)c2cccc(c2)NC(=O)c3ccc(cn3)Br']
SLK,['Cc1cc(cnc1C(=O)Nc2ccc(c(c2)[C@@]3(CO[C@@](C(=N3)N)(C)C(F)(F)F)C)F)C#N']
U64,['C[C@]1([C@@H]2C[C@@]2(SC(=N1)N)C(=O)N3CCOCC3)c4cc(ccc4F)/C=C(/c5ccc(cn5)C#N)\\F']
VG0,['CCNc1cc(cc(c1)N2CCCC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CNC(C)(C)CCCC(C)C)O']
VG3,['CCCCCS(=O)(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@@H](CN[C@@H](C)C(=O)NC3CCCCC3)O']
VG4,['CCCOc1cc(cc(c1)N2C=CCC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CN[C@@H](C)C(=O)NC4CCCCC4)O']
VG5,['CCNc1cc(cc(c1)N2CCCC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CN[C@@H](C)C(=O)NC4CCCCC4)O']
VG6,['CCNc1cc(cc(c1)N2CCCC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CNCc4cccc(c4)C(F)(F)F)O']
VG7,['CCNc1cc(cc(c1)N2CCCC2=O)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CNC4CCCCC4)O']
VSI,['[H]/N=C(\\NCc1cc(c(c(c1)Cl)NC(=O)C)Cl)/NC(=O)Cn2ccc3c2cc(cc3)C#N']
VTI,['[H]/N=C(\\NCc1cc(c(c(c1)Cl)NC(=O)C)Cl)/NC(=O)Cn2ccc3c2cccc3']
WM9,['C[C@@]1(N=C(CCO1)N)c2cccc(c2)c3cccc(c3)Cl']
WZV,['C[C@]1(CC(=O)N(C(=N1)N)C)c2cccc(c2)NC(=O)c3ccc(cn3)OCC(F)(F)F']
X17,['Cc1cc(ccc1OC)[C@]2(C(=O)N(C(=N2)N)C)C34CC5CC(C3)CC(C5)C4']
X45,['Cc1cc(ccc1OC)[C@]2(C(=O)N(C(=N2)N)C)c3cccc(c3)c4cccnc4']
XFI,['C[C@@H](C(=O)NC1CCCCC1)NC[C@H]([C@H](Cc2ccccc2)NC(=O)c3cccc(c3)N(c4ccccc4)S(=O)(=O)C)O']
XK0,['C[C@]1(CCSC(=N1)N)c2ccc(cc2)OC']
XLI,['CCCCNC(=O)[C@H](C)C[C@@H]([C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)C)O']
XX4,['CN(C1CCCCC1)C(=O)CCN2Cc3cc(ccc3N=C2N)C(=O)c4ccccc4']
Z81,['CN1C(=O)[C@@](N=C1N)(c2ccncc2)c3cccc(c3)c4cc(ccc4F)F']
ZOO,['CN1C(=O)[C@@](N=C1N)(c2ccc(cc2)OC(F)F)c3ccc(c(c3)C#CCCCF)F']
ZPQ,['Cc1cc(n(n1)COC(=O)N[C@@H](CS(=O)(=O)C)C(=O)N[C@@H](CC(C)C)[C@H](C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC(C)C)O)C']
ZPX,['C[C@H](c1ccc(cc1)F)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)C(=O)N[C@@H](Cc3ccccc3)[C@H](Cn4cccn4)O']
ZPY,['CCOC(=O)c1cnn(c1)C[C@@H]([C@H](Cc2ccccc2)NC(=O)c3cc(cc(c3)N(C)S(=O)(=O)C)C(=O)N[C@H](C)c4ccc(cc4)F)O']
ZPZ,['C[C@H](c1ccc(cc1)F)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)C(=O)N[C@@H](Cc3ccccc3)[C@H](Cn4cc(nn4)[C@H](C)O)O']
ZQS,['c1cc(sc1)[C@]23CN(C[C@H]2CSC(=N3)N)c4ncccn4']
ZR7,['COc1cnc(cn1)C(=O)Nc2ccc(c(c2)[C@]34CN(C[C@H]3CSC(=N4)N)c5ncc(cn5)F)F']
ZRD,['c1cnsc1[C@]23CN(C[C@H]2CSC(=N3)N)c4ncc(cn4)F']
ZY0,['CCc1ccnc2c1cc(cc2N3CCCC3=O)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNCc5cccc(c5)C(F)(F)F)O']
ZY1,['CCc1cn2c3c1cc(cc3[N@](S(=O)(=O)CC2)C)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNCc5cccc(c5)OC)O']
ZY2,['CCN1CCN2CCS(=O)(=O)[N@](c3c2c1cc(c3)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNCc5cccc(c5)OC)O)C']
ZY3,['CCNc1cc(cc2c1CCCS(=O)(=O)N2C)C(=O)N[C@@H](Cc3ccccc3)[C@@H](CNCc4cccc(c4)OC)O']
ZY4,['CCn1cc2c3c1cc(cc3N(S(=O)(=O)CC2)C)C(=O)N[C@@H](Cc4ccccc4)C(CNC5CCOCC5)(O)O']
ZYE,['CCn1ccc2c1cc(cc2N3CCCC3=O)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNCc5cccc(c5)OC)O']
