protein,pdb,chain,ligand,MW,Name
DYRK1A,9fuf,A,A1IFO,405.476,"3-[[[4-[(3-cyclopropyl-1~{H}-pyrazol-5-yl)amino]thieno[3,2-d]pyrimidin-2-yl]amino]methyl]benzamide"
DYRK1A,9ft2,A,A1IE6,403.437,"3-[[[4-[(3-cyclobutyl-1~{H}-pyrazol-5-yl)amino]furo[3,2-d]pyrimidin-2-yl]amino]methyl]benzamide"
DYRK1A,7z5n,A,3NG,349.77,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid"
DYRK1A,7z5n,B,3NG,349.77,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid"
DYRK1A,7z5n,C,3NG,349.77,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid"
DYRK1A,7z5n,D,3NG,349.77,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid"
DYRK1A,7z5n,E,3NG,349.77,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid"
DYRK1A,7z5n,F,3NG,349.77,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid"
DYRK1A,7z5n,G,3NG,349.77,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid"
DYRK1A,7z5n,H,3NG,349.77,"5-[(3-chlorophenyl)amino]benzo[c][2,6]naphthyridine-8-carboxylic acid"
DYRK1A,9fpx,A,CC9,368.38,curcumin
DYRK1A,9fpx,B,CC9,368.38,curcumin
DYRK1A,9ft3,A,A1IE7,377.466,"~{N}4-(3-cyclobutyl-1~{H}-pyrazol-5-yl)-~{N}2-(pyridin-3-ylmethyl)thieno[3,2-d]pyrimidine-2,4-diamine"
DYRK1A,9ft4,A,A1IFJ,346.386,"~{N}4-(5-cyclopropyl-1~{H}-pyrazol-3-yl)-~{N}2-(phenylmethyl)furo[3,2-d]pyrimidine-2,4-diamine"
DYRK1A,9ft6,A,A1IE8,361.4,"~{N}4-(3-cyclobutyl-1~{H}-pyrazol-5-yl)-~{N}2-(pyridin-3-ylmethyl)furo[3,2-d]pyrimidine-2,4-diamine"
