Ligand,Target,pdb_id,Chain,Residue_ID,basename,stage,timeout_sec,error_type,error_message
LHD,PRMT4,5tbj,C,501,5tbj_C_LHD_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=32 vs 3D=58
LHD,PRMT4,5tbj,D,501,5tbj_D_LHD_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=32 vs 3D=58
LHF,PRMT4,5lv3,B,501,5lv3_B_LHF_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=39 vs 3D=66
LHF,PRMT4,5lv3,C,501,5lv3_C_LHF_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=39 vs 3D=67
LPD,PRMT4,5lgr,G,101,5lgr_G_LPD_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=8 vs 3D=17
LPD,PRMT4,5lgr,E,102,5lgr_E_LPD_102,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=8 vs 3D=17
LPD,PRMT4,5lgr,F,103,5lgr_F_LPD_103,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=8 vs 3D=17
LPD,PRMT4,5lgr,H,103,5lgr_H_LPD_103,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=8 vs 3D=17
LRZ,PRMT4,7pv6,A,501,7pv6_A_LRZ_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=45 vs 3D=76
LRZ,PRMT4,7pv6,B,501,7pv6_B_LRZ_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=45 vs 3D=76
LRZ,PRMT4,7pv6,C,501,7pv6_C_LRZ_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=45 vs 3D=76
LRZ,PRMT4,7pv6,D,501,7pv6_D_LRZ_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=45 vs 3D=76
LSK,PRMT4,7ppq,A,501,7ppq_A_LSK_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=47 vs 3D=82; GRAPH_FULL skipped: size>80
LSK,PRMT4,7ppq,B,501,7ppq_B_LSK_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=47 vs 3D=82; GRAPH_FULL skipped: size>80
LSK,PRMT4,7ppq,C,501,7ppq_C_LSK_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=47 vs 3D=82; GRAPH_FULL skipped: size>80
LSK,PRMT4,7ppq,D,501,7ppq_D_LSK_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=47 vs 3D=82; GRAPH_FULL skipped: size>80
M2M,PRMT4,5is9,B,506,5is9_B_M2M_506,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5isa,A,506,5isa_A_M2M_506,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5isb,A,508,5isb_A_M2M_508,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5isc,C,504,5isc_C_M2M_504,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5isd,A,506,5isd_A_M2M_506,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5isf,C,505,5isf_C_M2M_505,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5isf,A,506,5isf_A_M2M_506,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5isg,A,510,5isg_A_M2M_510,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5ish,A,507,5ish_A_M2M_507,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5k8x,C,510,5k8x_C_M2M_510,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5lv2,C,504,5lv2_C_M2M_504,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5lv2,E,504,5lv2_E_M2M_504,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5ntc,A,506,5ntc_A_M2M_506,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
M2M,PRMT4,5tbh,A,501,5tbh_A_M2M_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=9 vs 3D=23
P15,PRMT4,6dvr,A,502,6dvr_A_P15_502,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=19
P15,PRMT4,6dvr,B,502,6dvr_B_P15_502,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=14
P33,PRMT4,5lkj,B,505,5lkj_B_P33_505,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=22 vs 3D=52
PE8,PRMT4,5ih3,B,506,5ih3_B_PE8_506,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=25 vs 3D=59
PE8,PRMT4,5ise,B,502,5ise_B_PE8_502,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=25 vs 3D=59
PE8,PRMT4,5k8x,A,509,5k8x_A_PE8_509,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=25 vs 3D=59
PE8,PRMT4,5tbi,B,501,5tbi_B_PE8_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=25 vs 3D=59
PG6,PRMT4,5isg,A,507,5isg_A_PG6_507,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=18 vs 3D=44
PG6,PRMT4,5k8v,B,502,5k8v_B_PG6_502,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=18 vs 3D=44
PG6,PRMT4,5lgq,A,505,5lgq_A_PG6_505,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=18 vs 3D=44
PG6,PRMT4,5lgr,B,502,5lgr_B_PG6_502,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=18 vs 3D=44
PG6,PRMT4,5tbj,B,505,5tbj_B_PG6_505,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=18 vs 3D=44
QVR,PRMT4,5lgr,E,101,5lgr_E_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,5lgr,F,102,5lgr_F_QVR_102,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,5lgr,G,102,5lgr_G_QVR_102,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,5lgr,H,102,5lgr_H_QVR_102,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,5lgs,G,101,5lgs_G_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,5lgs,H,101,5lgs_H_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,5lgs,E,1001,5lgs_E_QVR_1001,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,5lgs,F,1001,5lgs_F_QVR_1001,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7okp,E,101,7okp_E_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7okp,F,101,7okp_F_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7okp,G,101,7okp_G_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7okp,H,101,7okp_H_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7qph,E,101,7qph_E_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7qph,F,101,7qph_F_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7qph,G,101,7qph_G_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7qph,H,101,7qph_H_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7qrd,M,101,7qrd_M_QVR_101,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
QVR,PRMT4,7qrd,L,102,7qrd_L_QVR_102,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=20 vs 3D=34
SAH,PRMT4,5ih3,A,501,5ih3_A_SAH_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAH,PRMT4,5ih3,B,501,5ih3_B_SAH_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAH,PRMT4,5ih3,C,501,5ih3_C_SAH_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAH,PRMT4,5ih3,D,501,5ih3_D_SAH_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAH,PRMT4,5is8,D,601,5is8_D_SAH_601,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAH,PRMT4,5lv3,A,501,5lv3_A_SAH_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=45
SAH,PRMT4,5lv3,D,501,5lv3_D_SAH_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=45
SAH,PRMT4,7qrd,D,603,7qrd_D_SAH_603,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=45
SAH,PRMT4,7qrd,B,604,7qrd_B_SAH_604,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=45
SAO,PRMT4,5isc,A,501,5isc_A_SAO_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5isc,C,501,5isc_C_SAO_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5isd,D,502,5isd_D_SAO_502,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5isd,C,504,5isd_C_SAO_504,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5isd,A,507,5isd_A_SAO_507,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5isf,C,501,5isf_C_SAO_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5lv2,A,501,5lv2_A_SAO_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5lv2,C,501,5lv2_C_SAO_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5lv2,E,501,5lv2_E_SAO_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5lv2,G,501,5lv2_G_SAO_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5tbh,C,506,5tbh_C_SAO_506,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5tbh,A,507,5tbh_A_SAO_507,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5tbi,A,507,5tbi_A_SAO_507,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SAO,PRMT4,5tbi,C,507,5tbi_C_SAO_507,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=26 vs 3D=46
SFG,PRMT4,5is6,D,504,5is6_D_SFG_504,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=27 vs 3D=50
SFG,PRMT4,5is6,A,507,5is6_A_SFG_507,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=27 vs 3D=50
SFG,PRMT4,5is6,C,507,5is6_C_SFG_507,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=27 vs 3D=50
SFG,PRMT4,5is6,B,2006,5is6_B_SFG_2006,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=27 vs 3D=50
X9L,PRMT4,8uqh,A,501,8uqh_A_X9L_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=30 vs 3D=60
X9L,PRMT4,8uqh,B,501,8uqh_B_X9L_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=30 vs 3D=60
X9L,PRMT4,8uqh,C,501,8uqh_C_X9L_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=30 vs 3D=60
X9L,PRMT4,8uqh,D,501,8uqh_D_X9L_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=30 vs 3D=60
YVU,PRMT4,8g2h,A,501,8g2h_A_YVU_501,BUILD_ROWS,,ITEM_FAILED,Size mismatch: SMILES=32 vs 3D=37
