protein,pdb,chain,ligand,MW,Name
CRBN,5yj0,D,EF2,258.229,S-Thalidomide
CRBN,5yj0,G,EF2,258.229,S-Thalidomide
CRBN,5yj0,J,EF2,258.229,S-Thalidomide
CRBN,5yj0,M,EF2,258.229,S-Thalidomide
CRBN,5yj0,P,EF2,258.229,S-Thalidomide
CRBN,5yj0,S,EF2,258.229,S-Thalidomide
CRBN,5yj0,V,EF2,258.229,S-Thalidomide
CRBN,5yj0,Y,EF2,258.229,S-Thalidomide
CRBN,5yj0,b,EF2,258.229,S-Thalidomide
CRBN,5yj0,e,EF2,258.229,S-Thalidomide
CRBN,5yj0,h,EF2,258.229,S-Thalidomide
CRBN,5yj0,k,EF2,258.229,S-Thalidomide
CRBN,5yj0,n,EF2,258.229,S-Thalidomide
CRBN,5yj0,q,EF2,258.229,S-Thalidomide
CRBN,5yj0,t,EF2,258.229,S-Thalidomide
CRBN,5yj1,A,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,D,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,G,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,J,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,M,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,P,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,S,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,V,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,Y,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,b,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,e,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
CRBN,5yj1,h,6EL,258.229,"2-[(3~{R})-2,6-bis(oxidanylidene)piperidin-3-yl]isoindole-1,3-dione"
