Ligand,Name,Formula,Type,SMILES,Canonical_SMILES,InChI,InChIKey,MW,LogP,TPSA,HBA,HBD,Rotatable_Bonds,Ring_Count,Aromatic_Rings,Fraction_CSP3,Heavy_Atom_Count,Chiral_Atoms,Formal_Charge,QED,BertzCT,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumSpiroAtoms,NumBridgeheadAtoms,NumAliphaticRings,NumAromaticRings,NumSaturatedRings,NumHeteroAtoms,MolMR,SA_Score,Lipinski_Pass,Veber_Pass,Egan_Pass,Ghose_Pass,Muegge_Pass,PAINS_Hits,Brenk_Hits
RHW,,,,c1cc2c(cco2)cc1c3cc(nc(c3)N)N,Nc1cc(-c2ccc3occc3c2)cc(N)n1,"InChI=1S/C13H11N3O/c14-12-6-10(7-13(15)16-12)8-1-2-11-9(5-8)3-4-17-11/h1-7H,(H4,14,15,16)",GMWUNXLQEKAPBL-UHFFFAOYSA-N,225.25099999999998,2.6592000000000002,78.07,4,2,1,3,3,0.0,17,0,0,0.6669452166669084,667.6973648267207,-2.4899999999999998,9.715920755036773,3.5195192579952623,1.6934487478996363,0,0,0,3,0,4,68.2698,,True,True,True,False,True,None,None
RUT,,,,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(Oc4cc(cc(c4C3=O)O)O)c5ccc(c(c5)O)O)O)O)O)O)O)O,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1",IKGXIBQEEMLURG-NVPNHPEKSA-N,610.5210000000006,-1.6871000000000005,269.42999999999995,16,10,6,5,3,0.4444444444444444,43,10,0,0.13951784322162464,1539.6350630802626,-3.7099999999999995,30.73814039477934,11.758964424715401,5.671893025694395,0,0,2,3,2,16,140.19600000000017,,False,False,False,False,False,catechol_A(92),catechol
HRM,,,,Cc1c2c(ccn1)c3ccc(cc3[nH]2)OC,COc1ccc2c(c1)[nH]c1c(C)nccc12,"InChI=1S/C13H12N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-7,15H,1-2H3",BXNJHAXVSOCGBA-UHFFFAOYSA-N,212.25199999999998,3.0331200000000003,37.91,2,1,1,3,3,0.15384615384615385,16,0,0,0.6728642510267777,670.0549893020406,-2.03,9.214388645115354,3.2343886836016873,1.1779209361936034,0,0,0,3,0,3,64.88870000000003,,True,True,True,False,True,None,None
RK8,,,,Cc1nc2ccc(nc2n1C[C@H](C)Oc3cccc(n3)Br)c4cc(nc(c4)N)N,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@H](C)Oc1cccc(Br)n1,"InChI=1S/C20H20BrN7O/c1-11(29-19-5-3-4-16(21)26-19)10-28-12(2)24-15-7-6-14(25-20(15)28)13-8-17(22)27-18(23)9-13/h3-9,11H,10H2,1-2H3,(H4,22,23,27)/t11-/m0/s1",POSGRZQCKOTBHE-NSHDSACASA-N,454.3320000000001,3.591120000000001,117.75999999999999,7,2,5,4,4,0.2,29,1,0,0.44269768838912665,1170.6373445261497,-3.1999999999999997,19.13101851851852,7.668634815267711,4.140501792114696,0,0,0,4,0,9,116.34780000000003,,True,True,True,True,True,None,2-halo_pyridine
ZC3,,,,CC(=O)Nc1nc2cc(ccc2s1)F,CC(=O)Nc1nc2cc(F)ccc2s1,"InChI=1S/C9H7FN2OS/c1-5(13)11-9-12-7-4-6(10)2-3-8(7)14-9/h2-4H,1H3,(H,11,12,13)",DPZGAHUPXGKUDW-UHFFFAOYSA-N,210.233,2.3938000000000006,41.99,3,1,1,2,2,0.1111111111111111,14,0,0,0.7848037420939656,494.517653178852,-1.4899999999999998,9.080238565505935,3.340151894138321,1.719722968279966,0,0,0,2,0,5,53.881700000000016,,True,True,True,False,True,None,None
A1IE8,,,,c1cc(cnc1)CNc2nc3ccoc3c(n2)Nc4cc(n[nH]4)C5CCC5,c1cncc(CNc2nc(Nc3cc(C4CCC4)n[nH]3)c3occc3n2)c1,"InChI=1S/C19H19N7O/c1-4-13(5-1)15-9-16(26-25-15)23-18-17-14(6-8-27-17)22-19(24-18)21-11-12-3-2-7-20-10-12/h2-3,6-10,13H,1,4-5,11H2,(H3,21,22,23,24,25,26)",XKGWPDVEWPDLRZ-UHFFFAOYSA-N,361.4090000000001,3.964100000000001,104.55000000000001,7,3,6,5,4,0.2631578947368421,27,0,0,0.4771894311281495,1052.3134481712098,-3.4200000000000004,15.805314872786187,6.712359966612542,3.2103147618087866,0,0,1,4,1,8,101.83010000000002,,True,True,True,True,True,None,None
QYW,,,,Cc1nc(c2c(c([nH]c2n1)c3cccnc3)C#N)N,Cc1nc(N)c2c(C#N)c(-c3cccnc3)[nH]c2n1,"InChI=1S/C13H10N6/c1-7-17-12(15)10-9(5-14)11(19-13(10)18-7)8-3-2-4-16-6-8/h2-4,6H,1H3,(H3,15,17,18,19)",AWVFEGNSWDVVKZ-UHFFFAOYSA-N,250.265,1.7821999999999993,104.27,5,2,1,3,3,0.07692307692307693,19,0,0,0.6845743713861103,797.3517730843085,-2.9400000000000004,11.167603668833674,4.065743990114765,1.6836307449329593,0,0,0,3,0,6,70.98410000000001,,True,True,True,False,True,None,None
7QQ,,,,CC(=O)Nc1nc2cc(ccc2s1)OC,COc1ccc2sc(NC(C)=O)nc2c1,"InChI=1S/C10H10N2O2S/c1-6(13)11-10-12-8-5-7(14-2)3-4-9(8)15-10/h3-5H,1-2H3,(H,11,12,13)",ZKNFVQNHIHCHEW-UHFFFAOYSA-N,222.269,2.2633,51.22,4,1,2,2,2,0.2,15,0,0,0.8475337632863388,507.09173936873316,-1.6199999999999997,9.916984414685054,3.86008447928996,2.070771199749622,0,0,0,2,0,5,60.47570000000003,,True,True,True,False,True,None,None
Q8J,,,,CCN1CCN(CC1)C(=O)Nc2cc(ccn2)c3cn(c4c3ccnc4)C5CCOCC5,CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,"InChI=1S/C24H30N6O2/c1-2-28-9-11-29(12-10-28)24(31)27-23-15-18(3-8-26-23)21-17-30(19-5-13-32-14-6-19)22-16-25-7-4-20(21)22/h3-4,7-8,15-17,19H,2,5-6,9-14H2,1H3,(H,26,27,31)",SAZIAQSVBIWIDU-UHFFFAOYSA-N,434.5440000000003,3.619200000000002,75.52,5,1,4,5,3,0.4583333333333333,32,0,0,0.6788614650356986,1083.0378925760538,-2.9699999999999998,20.90624732935288,9.25902446576936,4.200604442805898,0,0,2,3,2,8,124.75970000000004,,True,True,True,True,True,None,None
KQK,,,,CN(C)c1nccc(n1)c2cnn3c2cccn3,CN(C)c1nccc(-c2cnn3ncccc23)n1,"InChI=1S/C12H12N6/c1-17(2)12-13-7-5-10(16-12)9-8-15-18-11(9)4-3-6-14-18/h3-8H,1-2H3",IFLBFWBMAWIBBZ-UHFFFAOYSA-N,240.27,1.2522999999999997,59.21000000000001,5,0,2,3,3,0.16666666666666666,18,0,0,0.6744073518117251,687.605312878607,-2.4999999999999996,10.641224489795919,4.06401384083045,1.6737750446340012,0,0,0,3,0,6,68.34000000000002,,True,True,True,False,True,None,None
B6B,,,,COc1ccc(cc1c2cnc(c(n2)C(=O)c3cccnc3)N)N,COc1ccc(N)cc1-c1cnc(N)c(C(=O)c2cccnc2)n1,"InChI=1S/C17H15N5O2/c1-24-14-5-4-11(18)7-12(14)13-9-21-17(19)15(22-13)16(23)10-3-2-6-20-8-10/h2-9H,18H2,1H3,(H2,19,21)",WJYWQSXTQZIHBX-UHFFFAOYSA-N,321.34000000000003,1.942599999999999,117.00999999999999,7,2,4,3,3,0.058823529411764705,24,0,0,0.556720705219011,896.7376806405249,-3.4800000000000004,15.417012010638263,6.330830765134221,2.868130280948264,0,0,0,3,0,7,90.5143,,True,True,True,True,True,None,aniline
B6Z,,,,CN1CCN(CC1)c2ccc(c(c2)OC)Nc3nc(c(s3)C(=O)c4ccccc4)N,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)c(C(=O)c2ccccc2)s1,"InChI=1S/C22H25N5O2S/c1-26-10-12-27(13-11-26)16-8-9-17(18(14-16)29-2)24-22-25-21(23)20(30-22)19(28)15-6-4-3-5-7-15/h3-9,14H,10-13,23H2,1-2H3,(H,24,25)",FAJIIOCNEPZQTR-UHFFFAOYSA-N,423.54200000000014,3.460300000000001,83.72,8,2,6,4,3,0.2727272727272727,30,0,0,0.5875552592674501,1029.2620885286728,-3.0999999999999996,20.18410196753951,8.725370433762041,4.242657968446579,0,0,1,3,1,8,122.38760000000003,,True,True,True,True,True,None,None
AWR,,,,COc1ccc2c3ccnc(c3n(c2c1)CCCCN)C(F)(F)F,COc1ccc2c3ccnc(C(F)(F)F)c3n(CCCCN)c2c1,"InChI=1S/C17H18F3N3O/c1-24-11-4-5-12-13-6-8-22-16(17(18,19)20)15(13)23(14(12)10-11)9-3-2-7-21/h4-6,8,10H,2-3,7,9,21H2,1H3",JVBWXORXTBDUMH-UHFFFAOYSA-N,337.3449999999999,3.9558000000000018,53.07,3,1,5,3,3,0.35294117647058826,24,0,0,0.7172265591453986,870.7552134851743,-2.2799999999999994,16.573336707910446,6.3151063955187094,2.7954798067892987,0,0,0,3,0,7,87.08140000000004,,True,True,True,True,True,None,Aliphatic_long_chain
QIV,,,,CC(=O)Nc1nc2cc(ccc2s1)O,CC(=O)Nc1nc2cc(O)ccc2s1,"InChI=1S/C9H8N2O2S/c1-5(12)10-9-11-7-4-6(13)2-3-8(7)14-9/h2-4,13H,1H3,(H,10,11,12)",YOMAHEQEXVNJNF-UHFFFAOYSA-N,208.24200000000002,1.9602999999999997,62.22,4,2,1,2,2,0.1111111111111111,14,0,0,0.7526121082273654,492.517653178852,-1.6199999999999997,8.955564001331664,3.2645958458338535,1.6707597977697308,0,0,0,2,0,5,55.588500000000025,,True,True,True,False,True,None,None
QYE,,,,c1csc2c1c(ncc2Cl)N,Nc1ncc(Cl)c2sccc12,"InChI=1S/C7H5ClN2S/c8-5-3-10-7(9)4-1-2-11-6(4)5/h1-3H,(H2,9,10)",DWRQGAFGEAHGJN-UHFFFAOYSA-N,184.65099999999998,2.5319,38.91,3,1,0,2,2,0.0,11,0,0,0.6836020313289691,360.23994574764345,-0.8,6.882397959183673,2.357140679774424,0.9677136596055514,0,0,0,2,0,4,49.04240000000001,,True,True,True,False,False,None,None
RJ8,,,,c1cc2c(cco2)cc1c3ccnc(c3)N,Nc1cc(-c2ccc3occc3c2)ccn1,"InChI=1S/C13H10N2O/c14-13-8-10(3-5-15-13)9-1-2-12-11(7-9)4-6-16-12/h1-8H,(H2,14,15)",AESBNYUOPVLZJY-UHFFFAOYSA-N,210.236,3.077000000000001,52.05,3,1,1,3,3,0.0,16,0,0,0.6710760513840691,642.9825666252441,-2.2899999999999996,8.973795860765685,3.3792869583966167,1.4242171261899934,0,0,0,3,0,3,63.85740000000002,,True,True,True,False,True,None,None
4E1,,,,c1ccc2c(c1)c3c(c4cccc(c4[nH]3)I)c(n2)C(=O)O,O=C(O)c1nc2ccccc2c2[nH]c3c(I)cccc3c12,"InChI=1S/C16H9IN2O2/c17-10-6-3-5-9-12-14(19-13(9)10)8-4-1-2-7-11(8)18-15(12)16(20)21/h1-7,19H,(H,20,21)",SDRAETFVRBBLOB-UHFFFAOYSA-N,388.1640000000001,4.172100000000002,65.98,2,2,1,4,4,0.0,21,0,0,0.48131797405451293,1036.675543776118,-2.1499999999999995,12.580123737360514,4.423038145087919,1.7342625223704404,0,0,0,4,0,5,90.78200000000004,,True,True,True,True,True,None,iodine
A1A04,,,,CN1CCN(CC1)c2ccc(cc2F)c3c4cc(ccc4ncn3)c5ccnc(c5)N,CN1CCN(c2ccc(-c3ncnc4ccc(-c5ccnc(N)c5)cc34)cc2F)CC1,"InChI=1S/C24H23FN6/c1-30-8-10-31(11-9-30)22-5-3-18(13-20(22)25)24-19-12-16(2-4-21(19)28-15-29-24)17-6-7-27-23(26)14-17/h2-7,12-15H,8-11H2,1H3,(H2,26,27)",IRBNSGDBRRBWDJ-UHFFFAOYSA-N,414.4880000000001,3.831900000000001,71.17,6,1,3,5,4,0.20833333333333334,31,0,0,0.5494028968770451,1250.0087945237453,-3.5799999999999996,19.387451107984027,7.922707701686326,3.796493769880425,0,0,1,4,1,7,122.28540000000002,,True,True,True,True,True,None,None
JHW,,,,c1cc(cnc1)c2nc3ccc4c(c3s2)C(=O)N(C=N4)C5CC5,O=c1c2c(ccc3nc(-c4cccnc4)sc32)ncn1C1CC1,"InChI=1S/C17H12N4OS/c22-17-14-12(19-9-21(17)11-3-4-11)5-6-13-15(14)23-16(20-13)10-2-1-7-18-8-10/h1-2,5-9,11H,3-4H2",UZKITQOBTXEXSY-UHFFFAOYSA-N,320.37700000000007,3.403100000000002,60.67,5,0,2,5,4,0.17647058823529413,23,0,0,0.5677460080092802,1096.1859992312552,-2.6,12.89596882558452,4.695633275186593,1.9847345371972318,0,0,1,4,1,6,90.68300000000002,,True,True,True,True,True,None,None
KRQ,,,,CNc1nccc(n1)c2cnn3c2cccn3,CNc1nccc(-c2cnn3ncccc23)n1,"InChI=1S/C11H10N6/c1-12-11-13-6-4-9(16-11)8-7-15-17-10(8)3-2-5-14-17/h2-7H,1H3,(H,12,13,16)",AXNJRTBQYGIJON-UHFFFAOYSA-N,226.24300000000002,1.2279999999999998,68.0,5,1,2,3,3,0.09090909090909091,17,0,0,0.7113591814404883,659.6253553908297,-2.4999999999999996,9.706611570247935,3.8196016296966953,1.5908888393851637,0,0,0,3,0,6,63.559700000000014,,True,True,True,False,True,None,None
D15,,,,c1ccc(cc1)C(=O)Nc2c3cc(ccc3[nH]n2)NC(=O)[C@@H](CCN)c4cccc(c4)Cl,NCC[C@H](C(=O)Nc1ccc2[nH]nc(NC(=O)c3ccccc3)c2c1)c1cccc(Cl)c1,"InChI=1S/C24H22ClN5O2/c25-17-8-4-7-16(13-17)19(11-12-26)24(32)27-18-9-10-21-20(14-18)22(30-29-21)28-23(31)15-5-2-1-3-6-15/h1-10,13-14,19H,11-12,26H2,(H,27,32)(H2,28,29,30,31)/t19-/m0/s1",JDGOPNUGILVNJZ-IBGZPJMESA-N,447.9260000000003,4.539700000000002,112.89999999999999,4,4,7,4,4,0.125,32,1,0,0.33279602656524115,1255.736808468265,-3.6799999999999993,21.548206671462058,9.635027564545348,4.795247227626747,0,0,0,4,0,8,126.98300000000002,,True,True,True,True,True,None,None
39I,,,,c1ccc(cc1)CNc2nc3ccsc3c(n2)Nc4cc(n[nH]4)C5CC5,c1ccc(CNc2nc(Nc3cc(C4CC4)n[nH]3)c3sccc3n2)cc1,"InChI=1S/C19H18N6S/c1-2-4-12(5-3-1)11-20-19-21-14-8-9-26-17(14)18(23-19)22-16-10-15(24-25-16)13-6-7-13/h1-5,8-10,13H,6-7,11H2,(H3,20,21,22,23,24,25)",TVUWQDLBEOZVOU-UHFFFAOYSA-N,362.4620000000001,4.647500000000003,78.52000000000001,6,3,6,5,4,0.21052631578947367,26,0,0,0.46532391961816655,1034.5677706105755,-2.9299999999999997,15.334716426334658,6.418663110432478,3.1302867666175547,0,0,1,4,1,7,105.02910000000003,,True,True,True,True,True,None,None
4H5,,,,COc1ccc2c3ccnc(c3n(c2c1)CC#N)Cl,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,"InChI=1S/C14H10ClN3O/c1-19-9-2-3-10-11-4-6-17-14(15)13(11)18(7-5-16)12(10)8-9/h2-4,6,8H,7H2,1H3",BKIAHCJPMJSHSQ-UHFFFAOYSA-N,271.707,3.3750800000000023,50.84,3,0,2,3,3,0.14285714285714285,19,0,0,0.6715603923797654,816.765908528771,-2.25,11.8188,4.449780861943024,1.7083348273512855,0,0,0,3,0,5,74.41400000000003,,True,True,True,False,True,None,2-halo_pyridine
9OL,,,,CC1(Cc2cc(ccc2-c3c1c(ncn3)N)C(=C)C4CCNCC4)C,C=C(c1ccc2c(c1)CC(C)(C)c1c(N)ncnc1-2)C1CCNCC1,"InChI=1S/C21H26N4/c1-13(14-6-8-23-9-7-14)15-4-5-17-16(10-15)11-21(2,3)18-19(17)24-12-25-20(18)22/h4-5,10,12,14,23H,1,6-9,11H2,2-3H3,(H2,22,24,25)",CFHXHGOVQUZDEY-UHFFFAOYSA-N,334.46700000000016,3.572300000000002,63.83,4,2,2,4,2,0.42857142857142855,25,0,0,0.8810765206156962,831.7848482490757,-2.1999999999999997,16.278276545880658,5.9541122698921765,2.744849115504683,0,0,2,2,1,4,103.23810000000005,,True,True,True,True,True,None,None
R7O,,,,c1cc(c(cc1C2=C(C(=O)c3c(cc(c(c3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,"InChI=1S/C21H20O13/c22-5-11-13(27)15(29)17(31)21(32-11)34-19-10(26)4-9(25)12-14(28)16(30)18(33-20(12)19)6-1-2-7(23)8(24)3-6/h1-4,11,13,15,17,21-27,29-31H,5H2/t11-,13-,15+,17-,21+/m1/s1",SJRXVLUZMMDCNG-KKPQBLLMSA-N,480.3780000000001,-0.8333000000000002,230.73999999999995,13,9,4,4,3,0.2857142857142857,34,5,0,0.2077575491323165,1298.292895996288,-3.750000000000001,23.40959070608853,8.550473890249766,3.7045755565611858,0,0,1,3,1,13,110.63920000000002,,False,False,False,False,False,catechol_A(92),catechol
2C4,,,,COc1ncc2c(n1)NC(=O)C(=C2)C(=O)Nc3cc(ccc3Cl)C(=O)OC,COC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1,"InChI=1S/C17H13ClN4O5/c1-26-16(25)8-3-4-11(18)12(6-8)20-14(23)10-5-9-7-19-17(27-2)22-13(9)21-15(10)24/h3-7H,1-2H3,(H,20,23)(H,19,21,22,24)",SIVLENRHVVVPKJ-UHFFFAOYSA-N,388.76700000000017,2.0189999999999997,123.27,7,2,4,3,3,0.11764705882352941,27,0,0,0.6550389726797811,1112.1643423106368,-3.46,18.334644603732443,7.420903310665037,3.722925238449674,0,0,0,3,0,10,97.45540000000001,,True,True,True,True,True,None,None
5PW,,,,CC(=O)Nc1nc2ccc(cc2s1)[N+](=O)[O-],CC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,"InChI=1S/C9H7N3O3S/c1-5(13)10-9-11-7-3-2-6(12(14)15)4-8(7)16-9/h2-4H,1H3,(H,10,11,13)",XARDSBCDZPSYTN-UHFFFAOYSA-N,237.23999999999998,2.1629000000000005,85.13,5,1,2,2,2,0.1111111111111111,16,0,0,0.6402221262916905,578.382939995147,-2.0199999999999996,10.496220113689636,3.855963838413779,1.9841641915791894,0,0,0,2,0,7,60.57810000000001,,True,True,True,False,True,None,nitro_group; Oxygen-nitrogen_single_bond
QKG,,,,Cc1c2c(ccn1)c3ccc(cc3n2CCCC(=O)N)OC,COc1ccc2c3ccnc(C)c3n(CCCC(N)=O)c2c1,"InChI=1S/C17H19N3O2/c1-11-17-14(7-8-19-11)13-6-5-12(22-2)10-15(13)20(17)9-3-4-16(18)21/h5-8,10H,3-4,9H2,1-2H3,(H2,18,21)",MRZRJTZGNFPMNY-UHFFFAOYSA-N,297.358,2.7720199999999995,70.14,3,1,5,3,3,0.29411764705882354,22,0,0,0.7868971405394878,851.8480653787175,-2.5600000000000005,14.380319391846733,5.673993098045308,2.386722935119794,0,0,0,3,0,5,86.95640000000003,,True,True,True,True,True,None,None
A1IE7,,,,c1cc(cnc1)CNc2nc3ccsc3c(n2)Nc4cc(n[nH]4)C5CCC5,c1cncc(CNc2nc(Nc3cc(C4CCC4)n[nH]3)c3sccc3n2)c1,"InChI=1S/C19H19N7S/c1-4-13(5-1)15-9-16(26-25-15)23-18-17-14(6-8-27-17)22-19(24-18)21-11-12-3-2-7-20-10-12/h2-3,6-10,13H,1,4-5,11H2,(H3,21,22,23,24,25,26)",WBPNOHORXMSKMP-UHFFFAOYSA-N,377.47700000000015,4.432600000000002,91.41,7,3,6,5,4,0.2631578947368421,27,0,0,0.46027417585902874,1052.3134481712098,-3.0000000000000004,16.193877551020407,6.9575,3.3530578512396696,0,0,1,4,1,8,107.44110000000002,,True,True,True,True,True,None,None
MFR,,,,COc1ccnc2c1c(c[nH]2)c3ccnc(n3)N,COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,"InChI=1S/C12H11N5O/c1-18-9-3-5-14-11-10(9)7(6-16-11)8-2-4-15-12(13)17-8/h2-6H,1H3,(H,14,16)(H2,13,15,17)",GGEWEQJWGGJUHO-UHFFFAOYSA-N,241.25400000000002,1.6106999999999996,89.71,5,2,2,3,3,0.08333333333333333,18,0,0,0.7109928721795994,706.5091938189388,-2.6300000000000003,10.519322427746006,3.990971700037706,1.546622074364921,0,0,0,3,0,6,68.0841,,True,True,True,False,True,None,None
RHH,,,,Cc1nc2ccc(nc2n1CCOc3ccccn3)c4cc(nc(c4)N)N,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1ccccn1,"InChI=1S/C19H19N7O/c1-12-23-15-6-5-14(13-10-16(20)25-17(21)11-13)24-19(15)26(12)8-9-27-18-4-2-3-7-22-18/h2-7,10-11H,8-9H2,1H3,(H4,20,21,25)",QXPJTIYARGTANC-UHFFFAOYSA-N,361.4090000000001,2.44012,117.75999999999999,7,2,5,4,4,0.15789473684210525,27,0,0,0.5602931501544965,1071.8676032360488,-3.6799999999999997,16.770467013423747,6.909038140524145,3.499196264600516,0,0,0,4,0,8,104.05280000000003,,True,True,True,True,True,None,None
EKU,,,,c1cc(c2c(c1O)C(=O)c3c(cc(cc3O2)O)O)O,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,"InChI=1S/C13H8O6/c14-5-3-8(17)10-9(4-5)19-13-7(16)2-1-6(15)11(13)12(10)18/h1-4,14-17H",MPXAWSABMVLIBU-UHFFFAOYSA-N,260.20099999999996,1.7686000000000006,111.13000000000001,6,4,0,3,3,0.0,19,0,0,0.36184263009030476,877.8008533754268,-2.89,11.214697625194338,3.5500468213003162,1.4645336841839915,0,0,0,3,0,6,66.64920000000002,,True,True,True,False,True,None,hydroquinone; Polycyclic_aromatic_hydrocarbon_2
6SD,,,,COc1ccc(cc1)c2cc([nH]n2)N,COc1ccc(-c2cc(N)[nH]n2)cc1,"InChI=1S/C10H11N3O/c1-14-8-4-2-7(3-5-8)9-6-10(11)13-12-9/h2-6H,1H3,(H3,11,12,13)",UPAGEJODHNVJNM-UHFFFAOYSA-N,189.218,1.6674999999999995,63.92999999999999,3,2,2,2,2,0.1,14,0,0,0.7547948603109748,419.1870839955985,-1.97,8.620407990533682,3.413390103817233,1.542014855738583,0,0,0,2,0,4,54.98810000000001,,True,True,True,False,False,None,None
QYZ,,,,Cc1ccc(o1)/C=C/2\c3ccccc3NC2=O,Cc1ccc(/C=C2/C(=O)Nc3ccccc32)o1,"InChI=1S/C14H11NO2/c1-9-6-7-10(17-9)8-12-11-4-2-3-5-13(11)15-14(12)16/h2-8H,1H3,(H,15,16)/b12-8+",DWJWWZSAYOTJGO-XYOKQWHBSA-N,225.247,3.0807200000000003,42.24,2,1,1,3,2,0.07142857142857142,17,0,0,0.757637140854397,622.6573768998592,-2.2899999999999996,9.90226814590861,3.6272965689738736,1.6543741666953402,0,0,1,2,0,3,66.38770000000002,,True,True,True,False,True,None,Michael_acceptor_1
XIR,,,,Cc1nc2ccc(nc2n1c3ccc(c(c3)F)N4CCN(CC4)C)c5ccnc(c5)N,Cc1nc2ccc(-c3ccnc(N)c3)nc2n1-c1ccc(N2CCN(C)CC2)c(F)c1,"InChI=1S/C23H24FN7/c1-15-27-20-5-4-19(16-7-8-26-22(25)13-16)28-23(20)31(15)17-3-6-21(18(24)14-17)30-11-9-29(2)10-12-30/h3-8,13-14H,9-12H2,1-2H3,(H2,25,26)",HGZWGWAZKLVNRM-UHFFFAOYSA-N,417.4920000000002,3.2640200000000013,76.10000000000001,6,1,3,5,4,0.2608695652173913,31,0,0,0.5514684390718685,1258.2575626317976,-3.5199999999999996,19.443893898467632,7.625975532463808,3.5905318719128356,0,0,1,4,1,8,120.91340000000002,,True,True,True,True,True,anil_di_alk_A(478),None
MLW,,,,c1cc2c3c([nH]c2c(c1)Cl)C=CC=CC3=O,O=c1ccccc2[nH]c3c(Cl)cccc3c12,"InChI=1S/C13H8ClNO/c14-9-5-3-4-8-12-10(15-13(8)9)6-1-2-7-11(12)16/h1-7,15H",BBOUTVQTMMUARP-UHFFFAOYSA-N,229.666,3.3347000000000016,32.86,1,1,0,3,3,0.0,16,0,0,0.6302233612139925,745.5869717833597,-1.7999999999999996,9.427709190672156,3.3547708489857255,1.235123966942149,0,0,0,3,0,3,67.08470000000001,,True,True,True,False,True,None,None
CUE,,,,c1cc2c(cc1O)oc-3c2C(=O)Oc4c3ccc(c4)O,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,"InChI=1S/C15H8O5/c16-7-1-3-9-11(5-7)19-14-10-4-2-8(17)6-12(10)20-15(18)13(9)14/h1-6,16-17H",ZZIALNLLNHEQPJ-UHFFFAOYSA-N,268.22399999999993,3.1036000000000015,83.81,5,2,0,4,4,0.0,20,0,0,0.4785965928491851,1038.8652947796463,-2.9499999999999993,10.925610226304563,3.5390929490533765,1.3420536973690007,0,0,0,4,0,5,73.0916,,True,True,True,True,True,None,cumarine
QZW,,,,Cc1nc2c(c(c[nH]2)c3ccnc(c3)N)c(n1)OCc4ccsc4,Cc1nc(OCc2ccsc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,"InChI=1S/C17H15N5OS/c1-10-21-16-15(17(22-10)23-8-11-3-5-24-9-11)13(7-20-16)12-2-4-19-14(18)6-12/h2-7,9H,8H2,1H3,(H2,18,19)(H,20,21,22)",BWRQNVDGLTUELI-UHFFFAOYSA-N,337.408,3.551020000000001,89.71000000000001,6,2,4,4,4,0.11764705882352941,24,0,0,0.5942060775565368,993.5694784971337,-2.9299999999999997,14.648970351845616,5.934405613799897,2.694751695885564,0,0,0,4,0,7,94.9201,,True,True,True,True,True,None,None
RKZ,,,,Cc1nc2ccc(nc2n1C[C@@H](C)Oc3ccccc3)c4cc(nc(c4)N)N,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccc1,"InChI=1S/C21H22N6O/c1-13(28-16-6-4-3-5-7-16)12-27-14(2)24-18-9-8-17(25-21(18)27)15-10-19(22)26-20(23)11-15/h3-11,13H,12H2,1-2H3,(H4,22,23,26)/t13-/m1/s1",PUGXENIKUPHCAF-CYBMUJFWSA-N,374.4480000000001,3.4336200000000003,104.86999999999999,6,2,5,4,4,0.19047619047619047,28,1,0,0.5543730818249589,1102.4111680197682,-3.6099999999999994,17.78640509663867,7.187712584548731,3.5938158604263455,0,0,0,4,0,7,110.85280000000003,,True,True,True,True,True,None,None
